2020-03-12 20:02:40,611 INFO r.s.s.p.s.Application [main] Starting Application on InMotion-PC with PID 12988 (C:\Users\InMotion\sapozhnikov\sensorchecker\processing\target\classes started by InMotion in C:\Users\InMotion\sapozhnikov\sensorchecker)
2020-03-12 20:02:40,619 INFO r.s.s.p.s.Application [main] No active profile set, falling back to default profiles: default
2020-03-12 20:02:41,823 INFO r.s.s.p.s.Application [main] Started Application in 1.771 seconds (JVM running for 3.182)
2020-03-12 20:02:42,150 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=1, value=-12, date=null}]
2020-03-12 20:02:42,290 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=2, value=-14, date=null}]
2020-03-12 20:02:42,306 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=3, value=71, date=null}]
2020-03-12 20:02:42,319 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=4, value=46, date=null}]
2020-03-12 20:02:42,333 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=5, value=-40, date=null}]
2020-03-12 20:02:42,348 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=6, value=-78, date=null}]
2020-03-12 20:02:42,361 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=7, value=3, date=null}]
2020-03-12 20:02:42,375 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=8, value=24, date=null}]
2020-03-12 20:02:42,387 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=9, value=-97, date=null}]
2020-03-12 20:02:42,400 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=10, value=-14, date=null}]
2020-03-12 20:02:42,414 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=11, value=13, date=null}]
2020-03-12 20:02:42,427 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=12, value=74, date=null}]
2020-03-12 20:02:42,441 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=13, value=17, date=null}]
2020-03-12 20:02:42,477 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=14, value=39, date=null}]
2020-03-12 20:02:42,506 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=15, value=-160, date=null}]
2020-03-12 20:02:42,518 INFO r.s.s.p.s.s.SensorValueListener [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] sensorValueListener[SensorValue{id=null, sensorId=16, value=13, date=null}]
