2020-03-12 20:02:22,296 INFO r.s.s.e.s.Application [main] Starting Application on InMotion-PC with PID 3488 (C:\Users\InMotion\sapozhnikov\sensorchecker\emulator\target\classes started by InMotion in C:\Users\InMotion\sapozhnikov\sensorchecker)
2020-03-12 20:02:22,303 INFO r.s.s.e.s.Application [main] No active profile set, falling back to default profiles: default
2020-03-12 20:02:23,347 INFO r.s.s.e.s.e.SensorEmulator [scheduling-1] sensorEmulate[]
2020-03-12 20:02:23,348 INFO r.s.s.e.s.s.SensorsListImporter [scheduling-1] getSensors[]
2020-03-12 20:02:23,352 INFO r.s.s.e.s.Application [main] Started Application in 1.659 seconds (JVM running for 3.081)
2020-03-12 20:02:23,812 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=1, value=-12, date=null}]
2020-03-12 20:02:24,192 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=2, value=-14, date=null}]
2020-03-12 20:02:24,192 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=3, value=71, date=null}]
2020-03-12 20:02:24,193 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=4, value=46, date=null}]
2020-03-12 20:02:24,193 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=5, value=-40, date=null}]
2020-03-12 20:02:24,194 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=6, value=-78, date=null}]
2020-03-12 20:02:24,194 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=7, value=3, date=null}]
2020-03-12 20:02:24,194 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=8, value=24, date=null}]
2020-03-12 20:02:24,195 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=9, value=-97, date=null}]
2020-03-12 20:02:24,195 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=10, value=-14, date=null}]
2020-03-12 20:02:24,195 INFO r.s.s.e.s.k.KafkaMessageProducer [scheduling-1] sendMessage[SensorValue{id=null, sensorId=11, value=13, date=null}]
